x,y,y (p = 1),error (p = 1),y (p = 2),error (p = 2),y (p = 3),error (p = 3),y (p = 4),error (p = 4)
9.2000000000,2.7106442157,76112.7684248137,76110.0577805980,-0.5589704862,-3.2696147019,2.5789164287,-0.1317277870,2.7273780591,0.0167338434
9.2500000000,1.6255821836,93710.9351162819,93709.3095340983,-1.3688627936,-2.9944449772,1.5772082876,-0.0483738960,1.6436709723,0.0180887887
9.3000000000,0.4856993776,101850.6105361874,101850.1248368097,-1.9270065071,-2.4127058848,0.5220593669,0.0363599892,0.5030846574,0.0173852798
9.3500000000,-0.6043790843,98475.1888712348,98475.7932503190,-2.2151009844,-1.6107219002,-0.4913969859,0.1129820983,-0.5896181403,0.0147609440
9.4000000000,-1.5531148326,82704.8315501474,82706.3846649800,-2.2504841890,-0.6973693564,-1.3798895897,0.1732252429,-1.5425393155,0.0105755171
9.4500000000,-2.2905157962,55076.3711580296,55078.6616738258,-2.0804308634,0.2100849328,-2.0795266434,0.2109891528,-2.2851512865,0.0053645097
9.5000000000,-2.7736889608,17636.8016839548,17639.5753729156,-1.7728323593,1.0008566015,-2.5506813360,0.2230076248,-2.7739166309,-0.0002276701
9.5500000000,-2.9890117571,-26137.5553611291,-26134.5663493719,-1.4046556581,1.5843560990,-2.7798478789,0.2091638783,-2.9945386451,-0.0055268880
9.6000000000,-2.9508637462,-71605.9115286046,-71602.9606648584,-1.0498294234,1.9010343228,-2.7784429245,0.1724208216,-2.9607748051,-0.0099110589
9.6500000000,-2.6972688391,-113400.1569766018,-113397.4597077627,-0.7682348437,1.9290339954,-2.5788888662,0.1183799729,-2.7101534216,-0.0128845825
9.7000000000,-2.2831503997,-146000.1311212912,-145997.8479708915,-0.5972882630,1.6858621367,-2.2286225804,0.0545278193,-2.2972868469,-0.0141364472
9.7500000000,-1.7721563645,-164392.1030997845,-164390.3309434200,-0.5472191726,1.2249371919,-1.7828904142,-0.0107340497,-1.7857314225,-0.0135750580
9.8000000000,-1.2281408423,-164739.1833579342,-164737.9552170919,-0.6006235733,0.6275172691,-1.2972940172,-0.0691531748,-1.2394765686,-0.0113357263
9.8500000000,-0.7073802527,-144982.9147144968,-144982.2073342440,-0.7162790334,-0.0088987807,-0.8210327788,-0.1136525260,-0.7151403829,-0.0077601302
9.9000000000,-0.2524607505,-105294.6440390090,-105294.3915782585,-0.8366223756,-0.5841616251,-0.3916531756,-0.1391924251,-0.2558112406,-0.0033504901
9.9500000000,0.1114795626,-48304.5260356482,-48304.6375152108,-0.8977905035,-1.0092700661,-0.0318834364,-0.1433629990,0.1127752645,0.0012957019
10.0000000000,0.3778010115,20944.8615721258,20944.4837711144,-0.8407745548,-1.2185755663,0.2511647726,-0.1266362389,0.3833632111,0.0055621996
10.0500000000,0.5567180007,95345.5393436633,95344.9826256626,-0.6220826080,-1.1788006087,0.4644685354,-0.0922494653,0.5656102169,0.0088922162
10.1000000000,0.6713258026,166363.0440917172,166362.3727659146,-0.2223663164,-0.8936921190,0.6255877954,-0.0457380072,0.6821844140,0.0108586114
10.1500000000,0.7519610879,224921.7659343900,224921.0139733021,0.3482661163,-0.4036949716,0.7577825813,0.0058214934,0.7631784429,0.0112173550
10.2000000000,0.8297627036,262455.9304309084,262455.1006682048,1.0490892769,0.2193265733,0.8845226008,0.0547598972,0.8397003634,0.0099376599
10.2500000000,0.9303859708,272016.0829885022,272015.1526025313,1.8120372215,0.8816512507,1.0242215455,0.0938355747,0.9375910559,0.0072050850
10.3000000000,1.0687841857,249301.7560835658,249300.6872993800,2.5491061802,1.4803219945,1.1859802526,0.1171960669,1.0721814469,0.0033972611
10.3500000000,1.2458118063,193485.5108632244,193484.2650514182,3.1630104912,1.9171986849,1.3669711654,0.1211593591,1.2448470972,-0.0009647091
10.4000000000,1.4471467339,107703.9550255854,107702.5078788515,3.5597655143,2.1126187804,1.5518621221,0.1047153882,1.4418636283,-0.0052831056
10.4500000000,1.6447079854,-881.8390781121,-883.4837860975,3.6615852980,2.0168773126,1.7143914091,0.0696834237,1.6357476267,-0.0089603587
10.5000000000,1.8004015523,-121512.2991739220,-121514.0995754743,3.4184024342,1.6180008818,1.8209055693,0.0205040170,1.7889254067,-0.0114761457
10.5500000000,1.8717055548,-240744.1568167186,-240746.0285222734,2.8164548033,0.9447492484,1.8353955319,-0.0363100230,1.8592503865,-0.0124551683
10.6000000000,1.8183471567,-343796.9224924166,-343798.7408395733,1.8827230801,0.0643759234,1.7253508248,-0.0929963320,1.8066300625,-0.0117170942
10.6500000000,1.6091612851,-416214.5410050651,-416216.1501663502,0.6845024811,-0.9246588040,1.4676238118,-0.1415374732,1.5998589635,-0.0093023216
10.7000000000,1.2281760046,-445674.0158873406,-445675.2440633452,-0.6760096655,-1.9041856701,1.0534727892,-0.1747032154,1.2227058037,-0.0054702009
10.7500000000,0.6790477272,-423735.8671485157,-423736.5461962429,-2.0716070190,-2.7506547463,0.4920379229,-0.1870098043,0.6783779953,-0.0006697320
10.8000000000,-0.0128378631,-347315.3467408856,-347315.3339030226,-3.3633767062,-3.3505388431,-0.1883126323,-0.1754747693,-0.0083240251,0.0045138379
10.8500000000,-0.8009996745,-219662.6943211250,-219661.8933214505,-4.4158977445,-3.6148980700,-0.9410698776,-0.1400702030,-0.7915695726,0.0094301019
10.9000000000,-1.6212906585,-50677.0712605370,-50675.4499698785,-5.1125614836,-3.4912708251,-1.7051046277,-0.0838139692,-1.6078470247,0.0134436338
10.9500000000,-2.3978297524,143559.2544526375,143561.6522823899,-5.3691948612,-2.9713651088,-2.4103122304,-0.0124824780,-2.3818163708,0.0160133816
11.0000000000,-3.0508189820,342057.0975131725,342060.1483321545,-5.1443440868,-2.0935251049,-2.9847941334,0.0660248486,-3.0340574414,0.0167615406
11.0500000000,-3.5053742023,520941.6729225428,520945.1782967452,-4.4449546407,-0.9395804383,-3.3627779893,0.1425962130,-3.4898508460,0.0155233564
11.1000000000,-3.7003458361,656055.1340912046,656058.8344370407,-3.3267176281,0.3736282080,-3.4923602788,0.2079855573,-3.6879742592,0.0123715769
11.1500000000,-3.5960756516,725886.7467375152,725890.3428131669,-1.8889777451,1.7070979065,-3.3421466283,0.2539290234,-3.5884633278,0.0076123238
11.2000000000,-3.1801321487,714508.4223583548,714511.6024905035,-0.2647383719,2.9153937768,-2.9059674434,0.2741647053,-3.1783795438,0.0017526049
11.2500000000,-2.4702802086,614156.4077905749,614158.8780707835,1.3931231515,3.8634033601,-2.2050491231,0.2652310855,-2.4748370732,-0.0045568646
11.3000000000,-1.5142459571,427102.8640363598,427104.3782823170,2.9278721173,4.4421180744,-1.2873007972,0.2269451600,-1.5248428105,-0.0105968534
11.3500000000,-0.3861997550,166507.9943650072,166508.3805647622,4.1953481969,4.5815479518,-0.2237007566,0.1624989984,-0.4018636743,-0.0156639194
11.4000000000,0.8197435711,-143966.5010681441,-143967.3208117152,5.0789535333,4.2592099621,0.8979023883,0.0781588171,0.8005897871,-0.0191537840
11.4500000000,1.9983619503,-471874.7414331779,-471876.7397951282,5.5015168761,3.5031549258,1.9809600837,-0.0174018667,1.9777281634,-0.0206337869
11.5000000000,3.0435800809,-778974.1288093590,-778977.1723894399,5.4327296231,2.3891495421,2.9295205603,-0.1140595207,3.0236843849,-0.0198956961
11.5500000000,3.8590475420,-1025259.8530400905,-1025263.7120876326,4.8913765851,1.0323290430,3.6576697464,-0.2013777957,3.8420650756,-0.0169824665
11.6000000000,4.3678999794,-1173669.8989729153,-1173674.2668728947,3.9421972155,-0.4257027639,4.0981078123,-0.2697921671,4.3557143473,-0.0121856321
11.6500000000,4.5206435611,-1194959.4542198958,-1194963.9748634569,2.6878372741,-1.8328062871,4.2089401969,-0.3117033642,4.5146300483,-0.0060135128
11.7000000000,4.3003043610,-1072166.4354956272,-1072170.7357999882,1.2569111813,-3.0433931798,3.9779530946,-0.3223512664,4.3011704615,0.0008661004
11.7500000000,3.7242827376,-804074.8451396403,-804078.5694223779,-0.2103749113,-3.9346576489,3.4239161687,-0.3003665689,3.7319848130,0.0077020754
11.8000000000,2.8427136580,-407138.6737218431,-407141.5164355011,-1.5773398764,-4.4200535344,2.5947782858,-0.2479353722,2.8564595906,0.0137459326
11.8500000000,1.7335157279,84542.7896862122,84541.0561704842,-2.7249427434,-4.4584584713,1.5629583357,-0.1705573923,1.7518533067,0.0183375787
11.9000000000,0.4946707470,621414.6725805741,621414.1779098271,-3.5633215757,-4.0579923228,0.4182444712,-0.0764262758,0.5156514412,0.0209806942
11.9500000000,-0.7654287807,1142796.7728247429,1142797.5382535236,-4.0395328337,-3.2741040530,-0.7409336074,0.0244951734,-0.7440298498,0.0213989309
12.0000000000,-1.9385275675,1583064.8236483604,1583066.7621759279,-4.1407574043,-2.2022298369,-1.8169310867,0.1215964808,-1.9189611955,0.0195663720
12.0500000000,-2.9268330037,1879133.8402251710,1879136.7670581747,-3.8928042898,-0.9659712862,-2.7220262894,0.2048067143,-2.9111242268,0.0157087769
12.1000000000,-3.6520445172,1978473.2737111958,1978476.9257557129,-3.3543122577,0.2977322595,-3.3863350676,0.2657094496,-3.6417689044,0.0102756127
12.1500000000,-4.0621759710,1846731.8161187492,1846735.8782947202,-2.6075534160,1.4546225550,-3.7637190670,0.2984569040,-4.0582896348,0.0038863362
12.2000000000,-4.1355210130,1473993.7069211901,1473997.8424422031,-1.7471200167,2.3884009963,-3.8351417816,0.3003792314,-4.1382635876,-0.0027425746
12.2500000000,-3.8814385120,878745.9433121597,878749.8247506717,-0.8679829870,3.0134555250,-3.6092168056,0.2722217064,-3.8903196055,-0.0088810935
12.3000000000,-3.3379902347,108812.6190212527,108815.9570114874,-0.0544260569,3.2835641779,-3.1200032603,0.2179869744,-3.3518599295,-0.0138696948
12.3500000000,-2.5668045957,-761199.5290191233,-761196.9622145276,0.6288143678,3.1956189635,-2.4223982744,0.1444063213,-2.5839986479,-0.0171940522
12.4000000000,-1.6458299110,-1636024.1729622471,-1636022.5271323361,1.1422097088,2.7880396198,-1.5857224822,0.0601074288,-1.6643715714,-0.0185416604
12.4500000000,-0.6608462466,-2409078.6272169578,-2409077.9663707112,1.4733585200,2.1342047665,-0.6862651164,-0.0254188698,-0.6786801305,-0.0178338839
12.5000000000,0.3032946706,-2974245.1100351733,-2974245.4133298439,1.6351309410,1.3318362704,0.2003668053,-0.1029278653,0.2880647355,-0.0152299350
12.5500000000,1.1707454400,-3238921.1581626101,-3238922.3289080501,1.6605018200,0.4897563800,1.0062714031,-0.1644740369,1.1596427662,-0.0111026738
12.6000000000,1.8812210553,-3136883.2794966432,-3136885.1607176985,1.5949585976,-0.2862624577,1.6769367360,-0.2042843193,1.8752315507,-0.0059895046
12.6500000000,2.3944185223,-2639366.9580575890,-2639369.3524761113,1.4876647944,-0.9067537279,2.1750671478,-0.2193513745,2.3938939222,-0.0005246001
12.7000000000,2.6919538686,-1762804.9334187394,-1762807.6253726080,1.3826909495,-1.3092629191,2.4822720241,-0.2096818446,2.6965930044,0.0046391358
12.7500000000,2.7767770950,-571899.7393744179,-571902.5161515129,1.3115778483,-1.4651992467,2.5985999480,-0.1781771470,2.7856859045,0.0089088095
12.8000000000,2.6703215134,822870.9006723240,822868.2303508106,1.2882808517,-1.3820406617,2.5401523593,-0.1301691541,2.6821429631,0.0118214497
12.8500000000,2.4078959263,2273636.6216513189,2273634.2137553926,1.3071899108,-1.1007060155,2.3352213154,-0.0726746109,2.4209926583,0.0130967320
12.9000000000,2.0330074223,3609040.4719044215,3609038.4388969992,1.3444759159,-0.6885315063,2.0195420384,-0.0134653838,2.0456737679,0.0126663456
12.9500000000,1.5913899991,4652586.3487634763,4652584.7573734773,1.3625401183,-0.2288498808,1.6313173808,0.0399273818,1.6020667451,0.0106767461
13.0000000000,1.1255023032,5243679.8210734016,5243678.6955710984,1.3169026821,0.1914003790,1.2066531276,0.0811508244,1.1329676326,0.0074653294
13.0500000000,0.6701513861,5259087.7131697521,5259087.0430183660,1.1645174328,0.4943660466,0.7759457080,0.1057943219,0.6736647092,0.0035133230
13.1000000000,0.2497149307,4632234.6158846376,4632234.3661697069,0.8722887981,0.6225738674,0.3616025755,0.1118876448,0.2490964491,-0.0006184816
13.1500000000,-0.1228024664,3367729.0313017794,3367729.1541042457,0.4245218341,0.5473243005,-0.0227270826,0.1000753838,-0.1271654352,-0.0043629689
13.2000000000,-0.4449010973,1548802.9692319931,1548803.4141330904,-0.1718365811,0.2730645162,-0.3714502674,0.0734508299,-0.4521207855,-0.0072196882
13.2500000000,-0.7221733487,-664043.5535924533,-664042.8314191046,-0.8850239715,-0.1628506228,-0.6850980393,0.0370753093,-0.7309918198,-0.0088184711
13.3000000000,-0.9648151124,-3044016.3399136851,-3044015.3750985727,-1.6598115524,-0.6949964400,-0.9675668881,-0.0027517757,-0.9737808933,-0.0089657809
13.3500000000,-1.1836630304,-5318356.6098789980,-5318355.4262159676,-2.4223618596,-1.2386988292,-1.2230391348,-0.0393761044,-1.1913311259,-0.0076680955
13.4000000000,-1.3864075313,-7196588.0481917780,-7196586.6617842467,-3.0881032914,-1.7016957601,-1.4531175550,-0.0667100237,-1.3915370416,-0.0051295103
13.4500000000,-1.5745906537,-8404111.1550304360,-8404109.5804397823,-3.5717093420,-1.9971186883,-1.6546642073,-0.0800735536,-1.5763146291,-0.0017239754
13.5000000000,-1.7418740389,-8717630.4931013850,-8717628.7512273461,-3.7979607413,-2.0560867023,-1.8187204932,-0.0768464543,-1.7398197829,0.0020542560
13.5500000000,-1.8738733868,-7998280.5161394390,-7998278.6422660522,-3.7121117988,-1.8382384120,-1.9307205726,-0.0568471858,-1.8682177115,0.0056556753
13.6000000000,-1.9496264890,-6218132.5568037411,-6218130.6071772521,-3.2884000858,-1.3387735969,-1.9720157627,-0.0223892737,-1.9410786456,0.0085478434
13.6500000000,-1.9445230586,-3476090.8224001288,-3476088.8778770701,-2.5355311752,-0.5910081165,-1.9225295125,0.0219935461,-1.9342371988,0.0102858599
13.7000000000,-1.8343074404,-36.2388252328,-34.4045177924,-1.4983152746,0.3359921657,-1.7641873755,0.0701200649,-1.8237353724,0.0105720680
13.7500000000,-1.5995985375,3866591.4215917558,3866593.0211902933,-0.2550885706,1.3445099669,-1.4846375184,0.1149610191,-1.5903011277,0.0092974098
13.8000000000,-1.2302771121,7693879.5739631674,7693880.8042402796,1.0889370067,2.3192141188,-1.0807121899,0.1495649223,-1.2237180035,0.0065591086
13.8500000000,-0.7290819607,11008395.6933436777,11008396.4224256385,2.4117492743,3.1408312351,-0.5610885786,0.1679933821,-0.7264296751,0.0026522856
13.9000000000,-0.1138354712,13346304.0077359167,13346304.1215713880,3.5869584857,3.7007939570,0.0523113393,0.1661468105,-0.1157991307,-0.0019636594
13.9500000000,0.5821232470,14311281.0610507394,14311280.4789274924,4.4971824078,3.9150591608,0.7244973073,0.1423740603,0.5754033136,-0.0067199334
14.0000000000,1.3115020753,13630673.6311282443,13630672.3196261691,5.0468661182,3.7353640429,1.4092875135,0.0977854383,1.3004941981,-0.0110078772
14.0500000000,2.0165703884,11202820.2117690498,11202818.1951986614,5.1730486932,3.1564783048,2.0527949831,0.0362245947,2.0023157290,-0.0142546594
14.1000000000,2.6343257742,7128743.5765291904,7128740.9422034162,4.8528078826,2.2184821084,2.5982223589,-0.0361034153,2.6183299351,-0.0159958391
14.1500000000,3.1027914050,1722572.7330680399,1722569.6302766348,4.1064862571,1.0036948520,2.9914832434,-0.1113081616,3.0868555859,-0.0159358191
14.2000000000,3.3677573041,-4502975.8850420767,-4502979.2527993808,2.9962837383,-0.3714735658,3.1870409635,-0.1807163406,3.3537686789,-0.0139886252
14.2500000000,3.3891928261,-10877085.0764443257,-10877088.4656371518,1.6203341127,-1.7688587135,3.1532983857,-0.2358944404,3.3788990343,-0.0102937919
14.3000000000,3.1465630330,-16635252.1639334937,-16635255.3104965267,0.1029031269,-3.0436599062,2.8768937167,-0.2696693163,3.1413579063,-0.0052051268
14.3500000000,2.6423793495,-21002432.2481241714,-21002434.8905035209,-1.4182092151,-4.0605885646,2.3653561371,-0.2770232124,2.6431259473,0.0007465977
14.4000000000,1.9034948427,-23286828.8031370211,-23286830.7066318639,-2.8056624893,-4.7091573320,1.6477413403,-0.2557535025,1.9104076575,0.0069128148
14.4500000000,0.9798966245,-22974037.1061451624,-22974038.0860417869,-3.9364143351,-4.9163109597,0.7730821142,-0.2068145103,0.9924979404,0.0126013158
14.5000000000,-0.0589754466,-19810044.3745218698,-19810044.3155464232,-4.7138825407,-4.6549070941,-0.1932714311,-0.1342959845,-0.0418187886,0.0171566580
14.5500000000,-1.1300753898,-13861662.2737468851,-13861661.1436714953,-5.0771172999,-3.9470419101,-1.1751110942,-0.0450357044,-1.1100380946,0.0200372952
14.6000000000,-2.1442054919,-5544447.1501944310,-5544445.0059889391,-5.0060285302,-2.8618230384,-2.0921126278,0.0520928640,-2.1233252514,0.0208802404
14.6500000000,-3.0143309396,4388971.9432673581,4388974.9575982977,-4.5221777732,-1.5078468336,-2.8671927743,0.1471381653,-2.9947854302,0.0195455094
14.7000000000,-3.6638988604,14903182.7808834115,14903186.4447822719,-3.6851584107,-0.0212595503,-3.4337346089,0.2301642515,-3.6477638896,0.0161349708
14.7500000000,-4.0342922717,24775040.8708021917,24775044.9050944634,-2.5850897030,1.4492025687,-3.7419374498,0.2923548219,-4.0233090248,0.0109832469
14.8000000000,-4.0906324837,32722422.1233874685,32722426.2140199521,-1.3321798495,2.7584526341,-3.7636323861,0.3270000976,-4.0860108662,0.0046216174
14.8500000000,-3.8253141246,37554693.7010592497,37554697.5263733743,-0.0446208690,3.7806932557,-3.4950617934,0.3302523312,-3.8275950556,-0.0022809309
14.9000000000,-3.2588959795,38328909.7307455416,38328912.9896415212,1.1637707810,4.4226667606,-2.9573334399,0.3015625396,-3.2678886411,-0.0089926616
14.9500000000,-2.4382512510,34493237.2347546345,34493239.6730058855,2.1947740310,4.6330252820,-2.1945031399,0.2437481111,-2.4530525740,-0.0148013229
15.0000000000,-1.4321710625,25998600.9500349527,25998602.3822060151,2.9746345988,4.4068056613,-1.2694871934,0.1626838691,-1.4512651465,-0.0190940840
15.0500000000,-0.3248824733,13361290.3027526634,13361290.6276351367,3.4597024450,3.7845849183,-0.2582296106,0.0666528627,-0.3463083611,-0.0214258877
15.1000000000,0.7918427081,-2336661.7089156668,-2336662.5007583749,3.6383686755,2.8465259674,0.7572751382,-0.0345675699,0.7702743793,-0.0215683288
15.1500000000,1.8271728941,-19516377.6884259100,-19516379.5155988041,3.5292960379,1.7021231438,1.6963942011,-0.1307786930,1.8076394077,-0.0195334864
15.2000000000,2.6994313129,-36239667.9369369907,-36239670.6363683036,3.1763820120,0.4769506991,2.4869625207,-0.2124687922,2.6838612021,-0.0155701109
15.2500000000,3.3432218083,-50406068.3103355495,-50406071.6535573578,2.6412679972,-0.7019538111,3.0713911797,-0.2718306286,3.3330889820,-0.0101328262
15.3000000000,3.7147808797,-59991938.4370974810,-59991942.1518783608,1.9944677285,-1.7203131513,3.4112076548,-0.3035732249,3.7109527045,-0.0038281752
15.3500000000,3.7950755868,-63307058.0811341468,-63307061.8762097335,1.3063037232,-2.4887718636,3.4896371738,-0.3054384130,3.7977315666,0.0026559798
15.4000000000,3.5904182667,-59239251.2352450374,-59239254.8256633041,0.6388018950,-2.9516163717,3.3120503093,-0.2783679574,3.5990475572,0.0086292906
15.4500000000,3.1306378782,-47455717.8715559231,-47455721.0021938013,0.0395108663,-3.0911270119,2.9043294457,-0.2263084325,3.1441145769,0.0134766987
15.5000000000,2.4651036103,-28531532.9704294747,-28531535.4355330850,-0.4620884759,-2.9271920861,2.3094202244,-0.1556833858,2.4818297053,0.0167260951
15.5500000000,1.6571108551,-3981371.8599474279,-3981373.5170582829,-0.8552940308,-2.5124048858,1.5825102102,-0.0746006449,1.6752089591,0.0180981041
15.6000000000,0.7772898596,23820316.2046225506,23820315.4273326910,-1.1461260436,-1.9234159032,0.7853974674,0.0081076078,0.7948223152,0.0175324556
15.6500000000,-0.1032315111,51833459.5863795213,51833459.6896110323,-1.3529878357,-1.2497563246,-0.0193349145,0.0838965965,-0.0880432556,0.0151882555
15.7000000000,-0.9191927393,76649918.8692425001,76649919.7884352393,-1.5008245479,-0.5816318086,-0.7737393799,0.1454533593,-0.9077741305,0.0114186087
15.7500000000,-1.6164681925,94869624.0553846870,94869625.6718528795,-1.6147428234,0.0017253690,-1.4290031327,0.1874650598,-1.6097450912,0.0067231012
15.8000000000,-2.1557710024,103518052.5925561018,103518054.7483271042,-1.7141003142,0.4416706882,-1.9486452784,0.2071257240,-2.1540867666,0.0016842358
15.8500000000,-2.5145308049,100458550.3789844171,100458552.8935152220,-1.8079798298,0.7065509751,-2.3102017791,0.2043290258,-2.5176350546,-0.0031042497
15.9000000000,-2.6869057543,84748397.2933086363,84748399.9802143906,-1.8927434092,0.7941623451,-2.5053721886,0.1815335657,-2.6940141613,-0.0071084071
15.9500000000,-2.6821041825,56888661.2417402570,56888663.9238444394,-1.9520475083,0.7300566742,-2.5387773196,0.1433268629,-2.6920200735,-0.0099158910
16.0000000000,-2.5213730893,18925276.4808042709,18925279.0021773602,-1.9593350167,0.5620380725,-2.4256229153,0.0957501740,-2.5326543482,-0.0112812589
16.0500000000,-2.2341389816,-25627779.3844208211,-25627777.1502818394,-1.8824526134,0.3516863683,-2.1886650153,0.0454739663,-2.2452885667,-0.0111495850
16.1000000000,-1.8538482805,-72053815.9235719963,-72053814.0697237158,-1.6897227457,0.1641255349,-1.8549181485,-0.0010698679,-1.8635042223,-0.0096559417
16.1500000000,-1.4140450189,-114875971.3002084499,-114875969.8861634311,-1.3565715268,0.0574734921,-1.4525350070,-0.0384899881,-1.4211463191,-0.0071013003
16.2000000000,-0.9451472276,-148442684.6059455044,-148442683.6607982769,-0.8717082720,0.0734389556,-1.0082204266,-0.0630731991,-0.9490555201,-0.0039082925
16.2500000000,-0.4722527550,-167600449.6514223862,-167600449.1791696312,-0.2418843463,0.2303684086,-0.5454343602,-0.0731816052,-0.4728154711,-0.0005627161
16.3000000000,-0.0141391901,-168381245.0189774642,-168381245.0048382741,0.5055744941,0.5197136842,-0.0835040706,-0.0693648805,-0.0116875414,0.0024516486
16.3500000000,0.4165561445,-148622067.3121918991,-148622067.7287480436,1.3229876603,0.9064315158,0.3623762196,-0.0541799249,0.4212727472,0.0047166027
16.4000000000,0.8121577613,-108433022.1344061315,-108433022.9465638928,2.1454579313,1.3333001700,0.7804103760,-0.0317473853,0.8180912237,0.0059334624
16.4500000000,1.1680915677,-50439581.7355560708,-50439582.9036476385,2.8967043498,1.7286127821,1.1609839598,-0.0071076079,1.1740522050,0.0059606373
16.5000000000,1.4807439036,20256082.6449050679,20256081.1641611643,3.4969938707,2.0162499671,1.4952804267,0.0145365231,1.4855741416,0.0048302380
16.5500000000,1.7454667226,96421565.0257442091,96421563.2802774864,3.8722713538,2.1268046311,1.7740554810,0.0285887583,1.7482084904,0.0027417678
16.6000000000,1.9551187350,169340668.3454073686,169340666.3902886337,3.9633911829,2.0082724479,1.9868575106,0.0317387756,1.9551525846,0.0000338496
16.6500000000,2.0994394443,229714376.5067076874,229714374.4072682431,3.7342928575,1.6348534132,2.1219012519,0.0224618076,2.0965771492,-0.0028622951
16.7000000000,2.1654173720,268734604.1498570490,268734601.9844396770,3.1780476091,1.0126302372,2.1666896209,0.0012722489,2.1599357635,-0.0054816085
16.7500000000,2.1386541604,279218605.8023428069,279218603.6636886465,2.3199253485,0.1812711882,2.1093508303,-0.0293033301,2.1312655046,-0.0073886558
16.8000000000,2.0055645470,256671878.5248336942,256671876.5192691473,1.2169655274,-0.7885990195,1.9405323596,-0.0650321873,1.9973269021,-0.0082376449
16.8500000000,1.7561105150,200141282.3551945497,200141280.5990840347,-0.0460580434,-1.8021685584,1.6555876510,-0.1005228640,1.7482892246,-0.0078212904
16.9000000000,1.3866657940,112730247.6393097337,112730246.2526439397,-1.3639589925,-2.7506247864,1.2567206022,-0.1299451917,1.3805636034,-0.0061021905
16.9500000000,0.9025587594,1674923.7361738125,1674922.8336150531,-2.6210276086,-3.5235863679,0.7547275700,-0.1478311894,0.8993362015,-0.0032225579
17.0000000000,0.3198552044,-122077461.8439494163,-122077462.1638046207,-3.7024474592,-4.0223026636,0.1700013535,-0.1498538509,0.3203643652,0.0005091608
17.0500000000,-0.3339829514,-244792381.7761158675,-244792381.4421329161,-4.5059974531,-4.1720145017,-0.4674653123,-0.1334823609,-0.3293295984,0.0046533530
17.1000000000,-1.0207994602,-351317237.6939072616,-351317236.6731078015,-4.9527399983,-3.9319405381,-1.1192259951,-0.0984265349,-1.0121076041,0.0086918560
17.1500000000,-1.6938772860,-426778395.3070185464,-426778393.6131412604,-4.9954911675,-3.3016138815,-1.7406858502,-0.0468085642,-1.6817855272,0.0120917587
17.2000000000,-2.3013924247,-458434980.1240729921,-458434977.8226805675,-4.6241062785,-2.3227138539,-2.2844257912,0.0169666335,-2.2870198436,0.0143725811
17.2500000000,-2.7908991483,-437479934.9814125420,-437479932.1905133937,-3.8669663453,-1.0760671970,-2.7042651133,0.0866340350,-2.7757306167,0.0151685316
17.3000000000,-3.1144082792,-360561729.6108200679,-360561726.4964117888,-2.7884759015,0.3259323777,-2.9596690627,0.1547392165,-3.1001302127,0.0142780665
17.3500000000,-3.2335179129,-230808841.5842341751,-230808838.3507162622,-1.4828304247,1.7506874881,-3.0200370046,0.2134809082,-3.2218234632,0.0116944496
17.4000000000,-3.1240152223,-58175535.2010299907,-58175532.0770147684,-0.0647290532,3.0592861691,-2.8683884057,0.2556268166,-3.1164019477,0.0076132747
17.4500000000,-2.7793953624,141009796.1602291544,141009798.9396245168,1.3419536146,4.1213489771,-2.5040018168,0.2753935456,-2.7769796953,0.0024156671
17.5000000000,-2.2128377093,345328112.2133510050,345328114.4261887142,2.6163034347,4.8291411440,-1.9436537065,0.2691840028,-2.2162088859,-0.0033711767
17.5500000000,-1.4573312800,530321369.6691453748,530321371.1264766548,3.6520012633,5.1093325433,-1.2212401522,0.2360911277,-1.4664629871,-0.0091317072
17.6000000000,-0.5638337528,671147381.6872579330,671147382.2510916857,4.3672221510,4.9310559038,-0.3857304047,0.1781033481,-0.5780651067,-0.0142313539
17.6500000000,0.4024394934,745580476.7355169529,745580476.3330774595,4.7117806011,4.3093411077,0.5024212094,0.0999817160,0.3843501126,-0.0180893809
17.7000000000,1.3672926161,737029205.8639608296,737029204.4966682135,4.6708316735,3.3035390574,1.3761097116,0.0088170955,1.3470459258,-0.0202466902
17.7500000000,2.2539104243,637203266.2032939027,637203263.9493834784,4.2648385643,2.0109281399,2.1672239160,-0.0866865084,2.2334898860,-0.0204205384
17.8000000000,2.9896917048,448063398.7239951492,448063395.7343034444,3.5459420713,0.5562503665,2.8125678232,-0.1771238816,2.9711520776,-0.0185396272
17.8500000000,3.5128785479,182734661.6293375049,182734658.1164589570,2.5912654608,-0.9216130871,3.2594847809,-0.2533937670,3.4981232301,-0.0147553178
17.9000000000,3.7783136521,-134845468.2180386651,-134845471.9963523173,1.4940131946,-2.2843004575,3.4706299479,-0.3076837042,3.7688861487,-0.0094275034
17.9500000000,3.7617382189,-471643413.8433354700,-471643417.6050736889,0.3534370163,-3.4083012026,3.4274155047,-0.3343227142,3.7586515670,-0.0030866518
18.0000000000,3.4621876343,-788553475.1322881854,-788553478.5944758197,-0.7351746732,-4.1973623075,3.1317828313,-0.3304048030,3.4658113183,0.0036236840
18.0500000000,2.9022348997,-1044506092.8023187694,-1044506095.7045536691,-1.6893845073,-4.5916194069,2.6061225141,-0.2961123856,2.9122521996,0.0100172999
18.1000000000,2.1260515400,-1201279038.9349027666,-1201279041.0609543066,-2.4464553655,-4.5725069054,1.8913484591,-0.2347030809,2.1414921708,0.0154406308
